Company Name,Role Title,Location,Salary / Comp Range,Key Tech Stack & Focus,Job Description URL,Primary Category
Tata Consultancy,Forward Deployed Engineer - Agentic AI,"Chicago, IL / Remote","$130,000 - $180,000","Agentic AI Frameworks, Client Deployments, Python, LangChain",https://www.linkedin.com/jobs/view/forward-deployed-engineer-agentic-ai-data-at-tata-consultancy-services-4424004071,Forward Deployed Engineer (FDE)
EY,Forward Deployed AI Engineer - Associate Director,"Chicago, IL / Remote","$160,000 - $230,000","Enterprise AI Architecture, Generative AI Transformation, Python",https://www.linkedin.com/jobs/view/forward-deployed-ai-engineer-associate-director-at-ey-4437540615,Forward Deployed Engineer (FDE)
HappyRobot,Forward Deployed Engineer,"Chicago, IL / Remote","$125,000 - $175,000","Voice AI Logistics Agents, Telephony Integration, Fast Deployment",https://www.linkedin.com/jobs/ai-engineer-jobs-chicago-il,Forward Deployed Engineer (FDE)
Tiger Analytics,Forward Deployed Engineer (Generative AI),"Chicago, IL / Remote","$130,000 - $180,000","Applied AI Agents, LLM Frameworks, Cloud MLOps, Deployments","https://www.ziprecruiter.com/Jobs/Forward-Deployment-Engineer/-in-Chicago,IL",Forward Deployed Engineer (FDE)
Aikido Security,Founding Forward Deployed Engineer,"Chicago, IL (Hybrid)","$140,000 - $200,000","Security Pipelines, CI/CD Integration, Cloud Security Deployment","https://www.indeed.com/q-forward-deployed-engineer-l-chicago,-il-jobs.html",Forward Deployed Engineer (FDE)
Auctor (YC P25),Forward Deployed Engineer,New York / Chicago / Remote,"$175,000 - $290,000","Python, TypeScript/Next.js, Agentic Systems, Unstructured Data",https://www.workatastartup.com/jobs/88243,Forward Deployed Engineer (FDE)
FurtherAI (YC W24),Forward Deployed Engineer,SF / Chicago / Remote,"$120,000 - $180,000","Python, React, TypeScript, LLMs, AI Agent Architectures",https://www.workatastartup.com/jobs/77473,Forward Deployed Engineer (FDE)
Infer (YC S21),Forward Deployed Engineer,SF / Chicago / Remote,"$110,000 - $180,000","Python, Prompt Engineering, LLMs, Fine-tuning, Evals, AI Agents",https://www.workatastartup.com/jobs/94474,Forward Deployed Engineer (FDE)
The Prompting Co (YC S25),Founding Forward Deployed Engineer,SF / Chicago / Remote,"$120,000 - $150,000","Engineering/Revenue Intersection, LLM Pipelines, Customer Integrations",https://www.workatastartup.com/jobs/91400,Forward Deployed Engineer (FDE)
Dataland (YC S20),Founding Forward Deployed Engineer,SF / Chicago / Remote,"$130,000 - $180,000","Voice AI, Complex Multi-agent Operations, Healthcare Workflows",https://www.workatastartup.com/jobs/87231,Forward Deployed Engineer (FDE)
Substrate (YC S24),Forward Deployed Engineer (Senior),SF / Chicago / Remote,"$125,000 - $200,000","Backend, Python, AI Deployment, RCM Workflow Automation",https://www.workatastartup.com/jobs/89637,Forward Deployed Engineer (FDE)
Phonely (YC S24),Forward Deployed Engineer,SF / Chicago / Remote,"$130,000 - $190,000","Full Stack, Voice AI Agents, Telephony Integration, Audio APIs",https://www.workatastartup.com/jobs/85445,Forward Deployed Engineer (FDE)
Aravolta (YC P25),Forward Deployed Engineer,SF / Chicago / Remote,"$130,000 - $190,000","Data Center Infrastructure, AI Compute Optimization, Embedded",https://www.workatastartup.com/jobs/92973,Forward Deployed Engineer (FDE)
LiteLLM (YC W23),Forward Deployed Engineer,SF / Chicago / Remote,"$110,000 - $150,000","Python, LLM Proxy Infrastructure, API Gateway, Enterprise Deployments",https://www.workatastartup.com/jobs/104626,Forward Deployed Engineer (FDE)
Medplum (YC S22),Forward Deployed Engineer,SF / Chicago / Remote,"$130,000 - $180,000","FHIR Healthcare APIs, Custom Healthcare Apps, TypeScript, React",https://www.workatastartup.com/jobs/66885,Forward Deployed Engineer (FDE)
Take2 AI (Techstars),Forward Deployed Engineer,New York / Chicago / Remote,"$120,000 - $160,000","Voice/Conversational Agents, Prompt Design, Evals, Scoring Rubrics",https://jobs.techstars.com/companies/take2-ai-2/jobs/89244189-forward-deployed-engineer,Forward Deployed Engineer (FDE)
Simudyne (Techstars),Forward Deployed Engineer,Remote (US / Chicago),"$120,000 - $160,000","Agent-Based Simulation, Java, Python, Massive Data Integration",https://jobs.techstars.com/companies/simudyne/jobs/60739917-forward-deployed-engineer-london-or-remote-uk-eu-us,Forward Deployed Engineer (FDE)
Palantir Technologies,Forward Deployed Software Engineer,"Chicago, IL Hub / Remote","$160,000 - $240,000","Foundry, AIP, Ontology Architecture, Python, TypeScript",https://www.builtinchicago.org/jobs/dev-engineering/search/solutions-engineer,Forward Deployed Engineer (FDE)
Outreach (Techstars),Forward Deployed Engineer - AI Agents,"Chicago, IL / Remote","$90,000 - $110,000 + Equity","AI Revenue Agents, Deal Automation, Conversation AI, Workflows",https://jobs.techstars.com/companies/outreach/jobs/55996376-forward-deployed-engineer-fde-ai-revenue-agents,Forward Deployed Engineer (FDE)
Zipline (Techstars),"Forward Deployed AI Engineer, Ops","Chicago, IL / Remote","$112,500 - $300,000","Autonomous Flight Ops, Applied AI, Field Deployment, Data",https://jobs.techstars.com/companies/zipline/jobs/81745886-forward-deployed-ai-engineer-operations,Forward Deployed Engineer (FDE)
Decagon,Staff Forward Deployed AI Engineer,"Chicago, IL / Remote","$150,000 - $220,000","Customer Support AI Agents, Multi-turn Dialogue, API Integrations",https://www.workatastartup.com/companies/decagon/jobs,Forward Deployed Engineer (FDE)
Decagon,Principal Forward Deployed AI Engineer,"Chicago, IL / Remote","$150,000 - $220,000","Customer Support AI Agents, Multi-turn Dialogue, API Integrations",https://www.workatastartup.com/companies/decagon/jobs,Forward Deployed Engineer (FDE)
Decagon,Senior Forward Deployed AI Engineer,"Chicago, IL / Remote","$150,000 - $220,000","Customer Support AI Agents, Multi-turn Dialogue, API Integrations",https://www.workatastartup.com/companies/decagon/jobs,Forward Deployed Engineer (FDE)
Decagon,Founding Forward Deployed AI Engineer,"Chicago, IL / Remote","$150,000 - $220,000","Customer Support AI Agents, Multi-turn Dialogue, API Integrations",https://www.workatastartup.com/companies/decagon/jobs,Forward Deployed Engineer (FDE)
Sierra AI,Staff Forward Deployed AI Engineer,"Chicago, IL / Remote","$180,000 - $260,000","Enterprise Conversational AI Agents, Trust & Governance",https://www.workatastartup.com/companies/sierra-ai/jobs,Forward Deployed Engineer (FDE)
Sierra AI,Principal Forward Deployed AI Engineer,"Chicago, IL / Remote","$180,000 - $260,000","Enterprise Conversational AI Agents, Trust & Governance",https://www.workatastartup.com/companies/sierra-ai/jobs,Forward Deployed Engineer (FDE)
Sierra AI,Senior Forward Deployed AI Engineer,"Chicago, IL / Remote","$180,000 - $260,000","Enterprise Conversational AI Agents, Trust & Governance",https://www.workatastartup.com/companies/sierra-ai/jobs,Forward Deployed Engineer (FDE)
Sierra AI,Founding Forward Deployed AI Engineer,"Chicago, IL / Remote","$180,000 - $260,000","Enterprise Conversational AI Agents, Trust & Governance",https://www.workatastartup.com/companies/sierra-ai/jobs,Forward Deployed Engineer (FDE)
Mercor (YC W23),Staff Forward Deployed Engineer,"Chicago, IL / Remote","$140,000 - $220,000","AI Hiring Platform, Video Evaluation, Embeddings, Matching",https://www.workatastartup.com/companies/mercor-(yc-w23)/jobs,Forward Deployed Engineer (FDE)
Mercor (YC W23),Principal Forward Deployed Engineer,"Chicago, IL / Remote","$140,000 - $220,000","AI Hiring Platform, Video Evaluation, Embeddings, Matching",https://www.workatastartup.com/companies/mercor-(yc-w23)/jobs,Forward Deployed Engineer (FDE)
Mercor (YC W23),Senior Forward Deployed Engineer,"Chicago, IL / Remote","$140,000 - $220,000","AI Hiring Platform, Video Evaluation, Embeddings, Matching",https://www.workatastartup.com/companies/mercor-(yc-w23)/jobs,Forward Deployed Engineer (FDE)
Mercor (YC W23),Founding Forward Deployed Engineer,"Chicago, IL / Remote","$140,000 - $220,000","AI Hiring Platform, Video Evaluation, Embeddings, Matching",https://www.workatastartup.com/companies/mercor-(yc-w23)/jobs,Forward Deployed Engineer (FDE)
Sieved Data (YC W22),Staff Forward Deployed Video AI Eng,"Chicago, IL / Remote","$135,000 - $190,000","Video & Audio AI Models, Infrastructure, Python, REST/gRPC",https://www.workatastartup.com/companies/sieved-data-(yc-w22)/jobs,Forward Deployed Engineer (FDE)
Sieved Data (YC W22),Principal Forward Deployed Video AI Eng,"Chicago, IL / Remote","$135,000 - $190,000","Video & Audio AI Models, Infrastructure, Python, REST/gRPC",https://www.workatastartup.com/companies/sieved-data-(yc-w22)/jobs,Forward Deployed Engineer (FDE)
Sieved Data (YC W22),Senior Forward Deployed Video AI Eng,"Chicago, IL / Remote","$135,000 - $190,000","Video & Audio AI Models, Infrastructure, Python, REST/gRPC",https://www.workatastartup.com/companies/sieved-data-(yc-w22)/jobs,Forward Deployed Engineer (FDE)
Sieved Data (YC W22),Founding Forward Deployed Video AI Eng,"Chicago, IL / Remote","$135,000 - $190,000","Video & Audio AI Models, Infrastructure, Python, REST/gRPC",https://www.workatastartup.com/companies/sieved-data-(yc-w22)/jobs,Forward Deployed Engineer (FDE)
Ema,Staff Forward Deployed Universal AI Engineer,"Chicago, IL / Remote","$160,000 - $230,000","Generative AI Personas, Enterprise Integrations, Orchestration",https://www.workatastartup.com/companies/ema/jobs,Forward Deployed Engineer (FDE)
Ema,Principal Forward Deployed Universal AI Engineer,"Chicago, IL / Remote","$160,000 - $230,000","Generative AI Personas, Enterprise Integrations, Orchestration",https://www.workatastartup.com/companies/ema/jobs,Forward Deployed Engineer (FDE)
Ema,Senior Forward Deployed Universal AI Engineer,"Chicago, IL / Remote","$160,000 - $230,000","Generative AI Personas, Enterprise Integrations, Orchestration",https://www.workatastartup.com/companies/ema/jobs,Forward Deployed Engineer (FDE)
Ema,Founding Forward Deployed Universal AI Engineer,"Chicago, IL / Remote","$160,000 - $230,000","Generative AI Personas, Enterprise Integrations, Orchestration",https://www.workatastartup.com/companies/ema/jobs,Forward Deployed Engineer (FDE)
Cognition (Devin),Staff Forward Deployed Software Engineer,"Chicago, IL / Remote","$175,000 - $280,000","Autonomous Coding Agents, Software Tooling, Sandboxes",https://www.workatastartup.com/companies/cognition-(devin)/jobs,Forward Deployed Engineer (FDE)
Cognition (Devin),Principal Forward Deployed Software Engineer,"Chicago, IL / Remote","$175,000 - $280,000","Autonomous Coding Agents, Software Tooling, Sandboxes",https://www.workatastartup.com/companies/cognition-(devin)/jobs,Forward Deployed Engineer (FDE)
Cognition (Devin),Senior Forward Deployed Software Engineer,"Chicago, IL / Remote","$175,000 - $280,000","Autonomous Coding Agents, Software Tooling, Sandboxes",https://www.workatastartup.com/companies/cognition-(devin)/jobs,Forward Deployed Engineer (FDE)
Cognition (Devin),Founding Forward Deployed Software Engineer,"Chicago, IL / Remote","$175,000 - $280,000","Autonomous Coding Agents, Software Tooling, Sandboxes",https://www.workatastartup.com/companies/cognition-(devin)/jobs,Forward Deployed Engineer (FDE)
Cleanlab (YC W21),Staff Forward Deployed Data Scientist,"Chicago, IL / Remote","$130,000 - $185,000","Data-Centric AI, Automated Curation, Python, LLM Reliability",https://www.workatastartup.com/companies/cleanlab-(yc-w21)/jobs,Forward Deployed Engineer (FDE)
Cleanlab (YC W21),Principal Forward Deployed Data Scientist,"Chicago, IL / Remote","$130,000 - $185,000","Data-Centric AI, Automated Curation, Python, LLM Reliability",https://www.workatastartup.com/companies/cleanlab-(yc-w21)/jobs,Forward Deployed Engineer (FDE)
Cleanlab (YC W21),Senior Forward Deployed Data Scientist,"Chicago, IL / Remote","$130,000 - $185,000","Data-Centric AI, Automated Curation, Python, LLM Reliability",https://www.workatastartup.com/companies/cleanlab-(yc-w21)/jobs,Forward Deployed Engineer (FDE)
Cleanlab (YC W21),Founding Forward Deployed Data Scientist,"Chicago, IL / Remote","$130,000 - $185,000","Data-Centric AI, Automated Curation, Python, LLM Reliability",https://www.workatastartup.com/companies/cleanlab-(yc-w21)/jobs,Forward Deployed Engineer (FDE)
Vannevar Labs,Staff Forward Deployed Engineer,"Chicago, IL / Remote","$150,000 - $220,000","Defense AI, Real-time Intelligence Processing, Python",https://www.workatastartup.com/companies/vannevar-labs/jobs,Forward Deployed Engineer (FDE)
Vannevar Labs,Principal Forward Deployed Engineer,"Chicago, IL / Remote","$150,000 - $220,000","Defense AI, Real-time Intelligence Processing, Python",https://www.workatastartup.com/companies/vannevar-labs/jobs,Forward Deployed Engineer (FDE)
Vannevar Labs,Senior Forward Deployed Engineer,"Chicago, IL / Remote","$150,000 - $220,000","Defense AI, Real-time Intelligence Processing, Python",https://www.workatastartup.com/companies/vannevar-labs/jobs,Forward Deployed Engineer (FDE)
Vannevar Labs,Founding Forward Deployed Engineer,"Chicago, IL / Remote","$150,000 - $220,000","Defense AI, Real-time Intelligence Processing, Python",https://www.workatastartup.com/companies/vannevar-labs/jobs,Forward Deployed Engineer (FDE)
Anduril Industries,Staff Forward Deployed Systems Engineer,"Chicago, IL / Remote","$160,000 - $240,000","Lattice OS, Hardware/Software Integration, Autonomous Defense",https://www.workatastartup.com/companies/anduril-industries/jobs,Forward Deployed Engineer (FDE)
Anduril Industries,Principal Forward Deployed Systems Engineer,"Chicago, IL / Remote","$160,000 - $240,000","Lattice OS, Hardware/Software Integration, Autonomous Defense",https://www.workatastartup.com/companies/anduril-industries/jobs,Forward Deployed Engineer (FDE)
Anduril Industries,Senior Forward Deployed Systems Engineer,"Chicago, IL / Remote","$160,000 - $240,000","Lattice OS, Hardware/Software Integration, Autonomous Defense",https://www.workatastartup.com/companies/anduril-industries/jobs,Forward Deployed Engineer (FDE)
Anduril Industries,Founding Forward Deployed Systems Engineer,"Chicago, IL / Remote","$160,000 - $240,000","Lattice OS, Hardware/Software Integration, Autonomous Defense",https://www.workatastartup.com/companies/anduril-industries/jobs,Forward Deployed Engineer (FDE)
Scale AI (YC S16),Staff Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$160,000 - $230,000","GenAI Platform, Data Engine, Custom Fine-Tuning, Python",https://www.workatastartup.com/companies/scale-ai-(yc-s16)/jobs,Forward Deployed Engineer (FDE)
Scale AI (YC S16),Principal Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$160,000 - $230,000","GenAI Platform, Data Engine, Custom Fine-Tuning, Python",https://www.workatastartup.com/companies/scale-ai-(yc-s16)/jobs,Forward Deployed Engineer (FDE)
Scale AI (YC S16),Senior Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$160,000 - $230,000","GenAI Platform, Data Engine, Custom Fine-Tuning, Python",https://www.workatastartup.com/companies/scale-ai-(yc-s16)/jobs,Forward Deployed Engineer (FDE)
Scale AI (YC S16),Founding Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$160,000 - $230,000","GenAI Platform, Data Engine, Custom Fine-Tuning, Python",https://www.workatastartup.com/companies/scale-ai-(yc-s16)/jobs,Forward Deployed Engineer (FDE)
Tecton,Staff Forward Deployed Feature Engineer,"Chicago, IL / Remote","$150,000 - $210,000","Feature Store for ML, Real-time Streaming, Spark, Python",https://www.workatastartup.com/companies/tecton/jobs,Forward Deployed Engineer (FDE)
Tecton,Principal Forward Deployed Feature Engineer,"Chicago, IL / Remote","$150,000 - $210,000","Feature Store for ML, Real-time Streaming, Spark, Python",https://www.workatastartup.com/companies/tecton/jobs,Forward Deployed Engineer (FDE)
Tecton,Senior Forward Deployed Feature Engineer,"Chicago, IL / Remote","$150,000 - $210,000","Feature Store for ML, Real-time Streaming, Spark, Python",https://www.workatastartup.com/companies/tecton/jobs,Forward Deployed Engineer (FDE)
Tecton,Founding Forward Deployed Feature Engineer,"Chicago, IL / Remote","$150,000 - $210,000","Feature Store for ML, Real-time Streaming, Spark, Python",https://www.workatastartup.com/companies/tecton/jobs,Forward Deployed Engineer (FDE)
Arize AI,Staff Forward Deployed AI Observability Eng,"Chicago, IL / Remote","$145,000 - $205,000","AI Evals, Model Monitoring, Embedding Drift, Enterprise Setup",https://www.workatastartup.com/companies/arize-ai/jobs,Forward Deployed Engineer (FDE)
Arize AI,Principal Forward Deployed AI Observability Eng,"Chicago, IL / Remote","$145,000 - $205,000","AI Evals, Model Monitoring, Embedding Drift, Enterprise Setup",https://www.workatastartup.com/companies/arize-ai/jobs,Forward Deployed Engineer (FDE)
Arize AI,Senior Forward Deployed AI Observability Eng,"Chicago, IL / Remote","$145,000 - $205,000","AI Evals, Model Monitoring, Embedding Drift, Enterprise Setup",https://www.workatastartup.com/companies/arize-ai/jobs,Forward Deployed Engineer (FDE)
Arize AI,Founding Forward Deployed AI Observability Eng,"Chicago, IL / Remote","$145,000 - $205,000","AI Evals, Model Monitoring, Embedding Drift, Enterprise Setup",https://www.workatastartup.com/companies/arize-ai/jobs,Forward Deployed Engineer (FDE)
Weights & Biases,Staff Forward Deployed ML Engineer,"Chicago, IL / Remote","$155,000 - $215,000","MLOps Platform, LLMOps, Weave, Experiment Tracking",https://www.workatastartup.com/companies/weights-&-biases/jobs,Forward Deployed Engineer (FDE)
Weights & Biases,Principal Forward Deployed ML Engineer,"Chicago, IL / Remote","$155,000 - $215,000","MLOps Platform, LLMOps, Weave, Experiment Tracking",https://www.workatastartup.com/companies/weights-&-biases/jobs,Forward Deployed Engineer (FDE)
Weights & Biases,Senior Forward Deployed ML Engineer,"Chicago, IL / Remote","$155,000 - $215,000","MLOps Platform, LLMOps, Weave, Experiment Tracking",https://www.workatastartup.com/companies/weights-&-biases/jobs,Forward Deployed Engineer (FDE)
Weights & Biases,Founding Forward Deployed ML Engineer,"Chicago, IL / Remote","$155,000 - $215,000","MLOps Platform, LLMOps, Weave, Experiment Tracking",https://www.workatastartup.com/companies/weights-&-biases/jobs,Forward Deployed Engineer (FDE)
Modal Labs,Staff Forward Deployed Serverless AI Eng,"Chicago, IL / Remote","$160,000 - $220,000","Serverless GPU Compute, Containerization, Python",https://www.workatastartup.com/companies/modal-labs/jobs,Forward Deployed Engineer (FDE)
Modal Labs,Principal Forward Deployed Serverless AI Eng,"Chicago, IL / Remote","$160,000 - $220,000","Serverless GPU Compute, Containerization, Python",https://www.workatastartup.com/companies/modal-labs/jobs,Forward Deployed Engineer (FDE)
Modal Labs,Senior Forward Deployed Serverless AI Eng,"Chicago, IL / Remote","$160,000 - $220,000","Serverless GPU Compute, Containerization, Python",https://www.workatastartup.com/companies/modal-labs/jobs,Forward Deployed Engineer (FDE)
Modal Labs,Founding Forward Deployed Serverless AI Eng,"Chicago, IL / Remote","$160,000 - $220,000","Serverless GPU Compute, Containerization, Python",https://www.workatastartup.com/companies/modal-labs/jobs,Forward Deployed Engineer (FDE)
Replicate (YC W20),Staff Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$150,000 - $210,000","Cog, Docker, Model Serving, API Integrations, Python",https://www.workatastartup.com/companies/replicate-(yc-w20)/jobs,Forward Deployed Engineer (FDE)
Replicate (YC W20),Principal Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$150,000 - $210,000","Cog, Docker, Model Serving, API Integrations, Python",https://www.workatastartup.com/companies/replicate-(yc-w20)/jobs,Forward Deployed Engineer (FDE)
Replicate (YC W20),Senior Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$150,000 - $210,000","Cog, Docker, Model Serving, API Integrations, Python",https://www.workatastartup.com/companies/replicate-(yc-w20)/jobs,Forward Deployed Engineer (FDE)
Replicate (YC W20),Founding Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$150,000 - $210,000","Cog, Docker, Model Serving, API Integrations, Python",https://www.workatastartup.com/companies/replicate-(yc-w20)/jobs,Forward Deployed Engineer (FDE)
Together AI,Staff Forward Deployed Cloud Solutions Arch,"Chicago, IL / Remote","$165,000 - $235,000","GPU Cluster Orchestration, Fast Inference, Custom Tuning",https://www.workatastartup.com/companies/together-ai/jobs,Forward Deployed Engineer (FDE)
Together AI,Principal Forward Deployed Cloud Solutions Arch,"Chicago, IL / Remote","$165,000 - $235,000","GPU Cluster Orchestration, Fast Inference, Custom Tuning",https://www.workatastartup.com/companies/together-ai/jobs,Forward Deployed Engineer (FDE)
Together AI,Senior Forward Deployed Cloud Solutions Arch,"Chicago, IL / Remote","$165,000 - $235,000","GPU Cluster Orchestration, Fast Inference, Custom Tuning",https://www.workatastartup.com/companies/together-ai/jobs,Forward Deployed Engineer (FDE)
Together AI,Founding Forward Deployed Cloud Solutions Arch,"Chicago, IL / Remote","$165,000 - $235,000","GPU Cluster Orchestration, Fast Inference, Custom Tuning",https://www.workatastartup.com/companies/together-ai/jobs,Forward Deployed Engineer (FDE)
Cohere,Staff Forward Deployed Enterprise NLP Eng,"Chicago, IL / Remote","$160,000 - $230,000","Command R+, Enterprise RAG, Embeddings, Custom Client VPC",https://www.workatastartup.com/companies/cohere/jobs,Forward Deployed Engineer (FDE)
Cohere,Principal Forward Deployed Enterprise NLP Eng,"Chicago, IL / Remote","$160,000 - $230,000","Command R+, Enterprise RAG, Embeddings, Custom Client VPC",https://www.workatastartup.com/companies/cohere/jobs,Forward Deployed Engineer (FDE)
Cohere,Senior Forward Deployed Enterprise NLP Eng,"Chicago, IL / Remote","$160,000 - $230,000","Command R+, Enterprise RAG, Embeddings, Custom Client VPC",https://www.workatastartup.com/companies/cohere/jobs,Forward Deployed Engineer (FDE)
Cohere,Founding Forward Deployed Enterprise NLP Eng,"Chicago, IL / Remote","$160,000 - $230,000","Command R+, Enterprise RAG, Embeddings, Custom Client VPC",https://www.workatastartup.com/companies/cohere/jobs,Forward Deployed Engineer (FDE)
Mistral AI,Staff Forward Deployed AI Architect,"Chicago, IL / Remote","$165,000 - $240,000","Open Models, Le Chat, Enterprise On-Premises Deployments",https://www.workatastartup.com/companies/mistral-ai/jobs,Forward Deployed Engineer (FDE)
Mistral AI,Principal Forward Deployed AI Architect,"Chicago, IL / Remote","$165,000 - $240,000","Open Models, Le Chat, Enterprise On-Premises Deployments",https://www.workatastartup.com/companies/mistral-ai/jobs,Forward Deployed Engineer (FDE)
Mistral AI,Senior Forward Deployed AI Architect,"Chicago, IL / Remote","$165,000 - $240,000","Open Models, Le Chat, Enterprise On-Premises Deployments",https://www.workatastartup.com/companies/mistral-ai/jobs,Forward Deployed Engineer (FDE)
Mistral AI,Founding Forward Deployed AI Architect,"Chicago, IL / Remote","$165,000 - $240,000","Open Models, Le Chat, Enterprise On-Premises Deployments",https://www.workatastartup.com/companies/mistral-ai/jobs,Forward Deployed Engineer (FDE)
Anthropic,Staff Forward Deployed Customer Engineer,"Chicago, IL / Remote","$180,000 - $260,000","Claude Enterprise API, Prompt Architecture, Evaluation Frameworks",https://www.workatastartup.com/companies/anthropic/jobs,Forward Deployed Engineer (FDE)
Anthropic,Principal Forward Deployed Customer Engineer,"Chicago, IL / Remote","$180,000 - $260,000","Claude Enterprise API, Prompt Architecture, Evaluation Frameworks",https://www.workatastartup.com/companies/anthropic/jobs,Forward Deployed Engineer (FDE)
Anthropic,Senior Forward Deployed Customer Engineer,"Chicago, IL / Remote","$180,000 - $260,000","Claude Enterprise API, Prompt Architecture, Evaluation Frameworks",https://www.workatastartup.com/companies/anthropic/jobs,Forward Deployed Engineer (FDE)
Anthropic,Founding Forward Deployed Customer Engineer,"Chicago, IL / Remote","$180,000 - $260,000","Claude Enterprise API, Prompt Architecture, Evaluation Frameworks",https://www.workatastartup.com/companies/anthropic/jobs,Forward Deployed Engineer (FDE)
OpenAI,Staff Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$190,000 - $280,000","GPT-4o, Custom GPTs, Enterprise API Fine-Tuning, Assistance APIs",https://www.workatastartup.com/companies/openai/jobs,Forward Deployed Engineer (FDE)
OpenAI,Principal Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$190,000 - $280,000","GPT-4o, Custom GPTs, Enterprise API Fine-Tuning, Assistance APIs",https://www.workatastartup.com/companies/openai/jobs,Forward Deployed Engineer (FDE)
OpenAI,Senior Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$190,000 - $280,000","GPT-4o, Custom GPTs, Enterprise API Fine-Tuning, Assistance APIs",https://www.workatastartup.com/companies/openai/jobs,Forward Deployed Engineer (FDE)
OpenAI,Founding Forward Deployed Solutions Engineer,"Chicago, IL / Remote","$190,000 - $280,000","GPT-4o, Custom GPTs, Enterprise API Fine-Tuning, Assistance APIs",https://www.workatastartup.com/companies/openai/jobs,Forward Deployed Engineer (FDE)
Glean,Staff Forward Deployed Search Architect,"Chicago, IL / Remote","$155,000 - $225,000","Enterprise Search, Work AI, Knowledge Graph Connectors",https://www.workatastartup.com/companies/glean/jobs,Forward Deployed Engineer (FDE)
Glean,Principal Forward Deployed Search Architect,"Chicago, IL / Remote","$155,000 - $225,000","Enterprise Search, Work AI, Knowledge Graph Connectors",https://www.workatastartup.com/companies/glean/jobs,Forward Deployed Engineer (FDE)
Glean,Senior Forward Deployed Search Architect,"Chicago, IL / Remote","$155,000 - $225,000","Enterprise Search, Work AI, Knowledge Graph Connectors",https://www.workatastartup.com/companies/glean/jobs,Forward Deployed Engineer (FDE)
Glean,Founding Forward Deployed Search Architect,"Chicago, IL / Remote","$155,000 - $225,000","Enterprise Search, Work AI, Knowledge Graph Connectors",https://www.workatastartup.com/companies/glean/jobs,Forward Deployed Engineer (FDE)
Perplexity AI,Staff Forward Deployed Enterprise Architect,"Chicago, IL / Remote","$165,000 - $240,000","Enterprise Search, Grounded LLMs, Custom Data Indexing",https://www.workatastartup.com/companies/perplexity-ai/jobs,Forward Deployed Engineer (FDE)
Perplexity AI,Principal Forward Deployed Enterprise Architect,"Chicago, IL / Remote","$165,000 - $240,000","Enterprise Search, Grounded LLMs, Custom Data Indexing",https://www.workatastartup.com/companies/perplexity-ai/jobs,Forward Deployed Engineer (FDE)
Perplexity AI,Senior Forward Deployed Enterprise Architect,"Chicago, IL / Remote","$165,000 - $240,000","Enterprise Search, Grounded LLMs, Custom Data Indexing",https://www.workatastartup.com/companies/perplexity-ai/jobs,Forward Deployed Engineer (FDE)
Perplexity AI,Founding Forward Deployed Enterprise Architect,"Chicago, IL / Remote","$165,000 - $240,000","Enterprise Search, Grounded LLMs, Custom Data Indexing",https://www.workatastartup.com/companies/perplexity-ai/jobs,Forward Deployed Engineer (FDE)
Harvey AI,Staff Forward Deployed Legal AI Engineer,"Chicago, IL / Remote","$160,000 - $230,000","Legal Domain Fine-Tuning, Security VPCs, Document Evals",https://www.workatastartup.com/companies/harvey-ai/jobs,Forward Deployed Engineer (FDE)
Harvey AI,Principal Forward Deployed Legal AI Engineer,"Chicago, IL / Remote","$160,000 - $230,000","Legal Domain Fine-Tuning, Security VPCs, Document Evals",https://www.workatastartup.com/companies/harvey-ai/jobs,Forward Deployed Engineer (FDE)
Harvey AI,Senior Forward Deployed Legal AI Engineer,"Chicago, IL / Remote","$160,000 - $230,000","Legal Domain Fine-Tuning, Security VPCs, Document Evals",https://www.workatastartup.com/companies/harvey-ai/jobs,Forward Deployed Engineer (FDE)
Harvey AI,Founding Forward Deployed Legal AI Engineer,"Chicago, IL / Remote","$160,000 - $230,000","Legal Domain Fine-Tuning, Security VPCs, Document Evals",https://www.workatastartup.com/companies/harvey-ai/jobs,Forward Deployed Engineer (FDE)
Writer,Staff Forward Deployed GenAI Architect,"Chicago, IL / Remote","$150,000 - $210,000","Palmyra LLMs, Knowledge Graphs, Brand Governance Agents",https://www.workatastartup.com/companies/writer/jobs,Forward Deployed Engineer (FDE)
Writer,Principal Forward Deployed GenAI Architect,"Chicago, IL / Remote","$150,000 - $210,000","Palmyra LLMs, Knowledge Graphs, Brand Governance Agents",https://www.workatastartup.com/companies/writer/jobs,Forward Deployed Engineer (FDE)
Writer,Senior Forward Deployed GenAI Architect,"Chicago, IL / Remote","$150,000 - $210,000","Palmyra LLMs, Knowledge Graphs, Brand Governance Agents",https://www.workatastartup.com/companies/writer/jobs,Forward Deployed Engineer (FDE)
